# stage=stageB
# git_commit=ba6231a11a578d30ed55751c3e316663442ed8f8
# git_dirty_files=5
# model_sha256=ed238d8d50c6fb4b504c2796c3bc82b2a9f6c21566ad29bdbfdbadfe01e28d7a
# bundle_bytes=33420214272
# prompt=speed-bench/promessi_sposi.txt
# resident_ladder=2048..8192 step 2048 gen=16
# paged_frontier=2048 gen=16
resident,2048,2048,680.39,16,25.38,91.515,15,27.89,183560284,903646720,0,0,0.0000,0,0.000,0,0.000000,6659840336,2091515904,0
resident,4096,2048,660.99,16,26.38,73.236,15,28.15,248088668,903646720,0,0,0.0000,0,0.000,0,0.000000,6909008424,2091515904,0
resident,6144,2048,662.75,16,27.21,60.398,15,28.46,312617052,903646720,0,0,0.0000,0,0.000,0,0.000000,6975871576,2091515904,0
resident,8192,2048,666.06,16,26.59,77.234,15,28.63,0,903646720,0,0,0.0000,0,0.000,0,0.000000,6975937112,2091515904,0
paged,2048,2048,12.13,16,5.97,315.352,15,6.35,0,227315200,0,2972160,0.0000,1339136409600,122663.597,1339136409600,0.604248,2733564376,2091515904,0
